,Date,GoldPricePerGram,LP 95,LP 92,USDRate
1287,2020-03-15,9053.7,161,137,184.5
1288,2020-03-16,8878.1,161,137,184.5
1289,2020-03-17,9078.8,161,137,184.85
1290,2020-03-18,8856.5,161,137,185.7
1291,2020-03-19,8804.1,161,137,186.4
1292,2020-03-20,8917.3,161,137,187.05
1293,2020-03-21,8973.3,161,137,187.05
1294,2020-03-22,8973.3,161,137,187.05
1295,2020-03-23,9256.1,161,137,187.05
1296,2020-03-24,9801.3,161,137,187.05
1297,2020-03-25,9663.6,161,137,187.05
1298,2020-03-26,9798.0,161,137,187.05
1299,2020-03-27,9801.6,161,137,188.25
1300,2020-03-28,9791.8,161,137,188.25
1301,2020-03-29,9685.8,161,137,188.25
1302,2020-03-30,9802.0,161,137,188.25
1303,2020-03-31,9595.0,161,137,189.25
1304,2020-04-01,9671.2,161,137,189.5
1305,2020-04-02,9871.2,161,137,189.5
1306,2020-04-03,9917.0,161,137,190.5
1307,2020-04-04,9907.5,161,137,190.5
1308,2020-04-05,9907.5,161,137,190.5
1309,2020-04-06,10335.7,161,137,193.25
1310,2020-04-07,10269.3,161,137,193.25
1311,2020-04-08,10224.4,161,137,193.0
1312,2020-04-09,10324.5,161,137,190.5
1313,2020-04-10,10267.5,161,137,190.5
1314,2020-04-11,10267.5,161,137,190.5
1315,2020-04-12,10267.5,161,137,190.5
1316,2020-04-13,10437.9,161,137,190.5
1317,2020-04-14,10517.3,161,137,190.5
1318,2020-04-15,10582.0,161,137,191.0
1319,2020-04-16,10597.7,161,137,191.5
1320,2020-04-17,10379.4,161,137,191.5
1321,2020-04-18,10342.2,161,137,191.5
1322,2020-04-19,10342.2,161,137,191.5
1323,2020-04-20,10488.3,161,137,192.0
1324,2020-04-21,10408.9,161,137,192.0
1325,2020-04-22,10665.7,161,137,193.0
1326,2020-04-23,10735.8,161,137,192.5
1327,2020-04-24,10707.0,161,137,192.0
1328,2020-04-25,10702.4,161,137,192.0
1329,2020-04-26,10702.4,161,137,192.0
1330,2020-04-27,10608.3,161,137,192.0
1331,2020-04-28,10534.5,161,137,191.5
1332,2020-04-29,10580.0,161,137,191.5
1333,2020-04-30,10387.6,161,137,190.0
1334,2020-05-01,10393.0,161,137,190.0
1335,2020-05-02,10401.5,161,137,190.0
1336,2020-05-03,10332.7,161,137,190.0
1337,2020-05-04,10361.5,161,137,189.0
1338,2020-05-05,10362.3,161,137,188.5
1339,2020-05-06,10243.3,161,137,186.0
1340,2020-05-07,10286.8,161,137,186.0
1341,2020-05-08,10216.1,161,137,186.0
1342,2020-05-09,10206.2,161,137,186.0
1343,2020-05-10,10206.2,161,137,186.0
1344,2020-05-11,10254.9,161,137,188.0
1345,2020-05-12,10284.1,161,137,188.0
1346,2020-05-13,10369.8,161,137,188.0
1347,2020-05-14,10446.4,161,137,187.5
1348,2020-05-15,10511.7,161,137,187.8
1349,2020-05-16,10519.0,161,137,187.8
1350,2020-05-17,10519.0,161,137,187.8
1351,2020-05-18,10442.7,161,137,187.4
1352,2020-05-19,10516.0,161,137,187.4
1353,2020-05-20,10507.5,161,137,187.0
1354,2020-05-21,10333.5,161,137,186.5
1355,2020-05-22,10427.5,161,137,185.5
1356,2020-05-23,10432.6,161,137,185.5
1357,2020-05-24,10345.1,161,137,185.5
1358,2020-05-25,10308.9,161,137,185.5
1359,2020-05-26,10198.8,161,137,186.0
1360,2020-05-27,10241.4,161,137,186.2
1361,2020-05-28,10283.1,161,137,186.3
1362,2020-05-29,10348.7,161,137,186.2
1363,2020-05-30,10348.3,161,137,186.2
1364,2020-05-31,10348.3,161,137,186.2
1365,2020-06-01,10383.7,161,137,186.0
1366,2020-06-02,10304.4,161,137,185.8
1367,2020-06-03,10126.6,161,137,185.75
1368,2020-06-04,10223.8,161,137,185.4
1369,2020-06-05,10012.5,161,137,185.4
1370,2020-06-06,10028.4,161,137,185.4
1371,2020-06-07,10028.4,161,137,185.4
1372,2020-06-08,10093.6,161,137,185.05
1373,2020-06-09,10192.5,161,137,185.0
1374,2020-06-10,10329.8,161,137,185.2
1375,2020-06-11,10277.0,161,137,185.1
1376,2020-06-12,10307.3,161,137,185.2
1377,2020-06-13,10305.6,161,137,185.2
1378,2020-06-14,10305.6,161,137,185.2
1379,2020-06-15,10308.1,161,137,185.9
1380,2020-06-16,10317.9,161,137,186.0
1381,2020-06-17,10345.1,161,137,186.4
1382,2020-06-18,10322.1,161,137,186.55
1383,2020-06-19,10431.1,161,137,186.55
1384,2020-06-20,10426.1,161,137,186.55
1385,2020-06-21,10426.1,161,137,186.55
1386,2020-06-22,10526.1,161,137,186.5
1387,2020-06-23,10613.4,161,137,186.5
1388,2020-06-24,10583.0,161,137,186.55
1389,2020-06-25,10550.8,161,137,186.35
1390,2020-06-26,10576.2,161,137,186.1
1391,2020-06-27,10576.2,161,137,186.1
1392,2020-06-28,10576.2,161,137,186.1
1393,2020-06-29,10598.4,161,137,186.1
1394,2020-06-30,10648.6,161,137,186.15
1395,2020-07-01,10594.4,161,137,186.15
1396,2020-07-02,10609.0,161,137,186.05
1397,2020-07-03,10587.6,161,137,185.8
1398,2020-07-04,10587.6,161,137,185.8
1399,2020-07-05,10587.6,161,137,185.8
1400,2020-07-06,10656.2,161,137,185.75
1401,2020-07-07,10717.9,161,137,185.85
1402,2020-07-08,10792.3,161,137,185.75
1403,2020-07-09,10760.7,161,137,185.75
1404,2020-07-10,10728.9,161,137,185.75
1405,2020-07-11,10729.8,161,137,185.75
1406,2020-07-12,10729.8,161,137,185.75
1407,2020-07-13,10752.5,161,137,185.85
1408,2020-07-14,10799.3,161,137,185.8
1409,2020-07-15,10809.1,161,137,185.8
1410,2020-07-16,10712.2,161,137,185.7
1411,2020-07-17,10805.1,161,137,185.7
1412,2020-07-18,10801.5,161,137,185.7
1413,2020-07-19,10801.5,161,137,185.7
1414,2020-07-20,10830.0,161,137,185.75
1415,2020-07-21,10974.8,161,137,185.75
1416,2020-07-22,11139.3,161,137,185.75
1417,2020-07-23,11251.9,161,137,185.75
1418,2020-07-24,11334.9,161,137,185.75
1419,2020-07-25,11335.8,161,137,185.75
1420,2020-07-26,11335.8,161,137,185.75
1421,2020-07-27,11554.2,161,137,185.7
1422,2020-07-28,11646.7,161,137,185.75
1423,2020-07-29,11748.0,161,137,185.7
1424,2020-07-30,11646.4,161,137,185.6
1425,2020-07-31,11770.4,161,137,185.55
1426,2020-08-01,11765.9,161,137,185.55
1427,2020-08-02,11765.9,161,137,185.55
1428,2020-08-03,11768.1,161,137,185.55
1429,2020-08-04,12008.5,161,137,185.5
1430,2020-08-05,12125.4,161,137,185.45
1431,2020-08-06,12292.6,161,137,185.4
1432,2020-08-07,12081.6,161,137,185.2
1433,2020-08-08,12119.1,161,137,185.2
1434,2020-08-09,12119.1,161,137,185.2
1435,2020-08-10,12010.9,161,137,184.7
1436,2020-08-11,11331.0,161,137,183.95
1437,2020-08-12,11363.1,161,137,182.9
1438,2020-08-13,11461.6,161,137,182.8
1439,2020-08-14,11454.6,161,137,183.5
1440,2020-08-15,11463.9,161,137,183.5
1441,2020-08-16,11463.9,161,137,183.5
1442,2020-08-17,11709.4,161,137,183.6
1443,2020-08-18,11854.6,161,137,184.4
1444,2020-08-19,11442.9,161,137,186.1
1445,2020-08-20,11568.1,161,137,184.35
1446,2020-08-21,11494.4,161,137,184.5
1447,2020-08-22,11487.3,161,137,184.5
1448,2020-08-23,11487.3,161,137,184.5
1449,2020-08-24,11441.1,161,137,184.9
1450,2020-08-25,11488.4,161,137,186.4
1451,2020-08-26,11673.1,161,137,186.2
1452,2020-08-27,11528.0,161,137,185.9
1453,2020-08-28,11747.7,161,137,186.3
1454,2020-08-29,11748.0,161,137,186.3
1455,2020-08-30,11748.0,161,137,186.3
1456,2020-08-31,11739.4,161,137,185.8
1457,2020-09-01,11753.4,161,137,185.8
1458,2020-09-02,11541.9,161,137,185.2
1459,2020-09-03,11498.4,161,137,185.3
1460,2020-09-04,11485.7,161,137,185.05
1461,2020-09-05,11481.8,161,137,185.05
1462,2020-09-06,11481.8,161,137,185.05
1463,2020-09-07,11437.0,161,137,184.7
1464,2020-09-08,11454.4,161,137,184.25
1465,2020-09-09,11529.4,161,137,184.35
1466,2020-09-10,11517.7,161,137,184.7
1467,2020-09-11,11498.9,161,137,184.45
1468,2020-09-12,11498.9,161,137,184.45
1469,2020-09-13,11498.9,161,137,184.45
1470,2020-09-14,11588.0,161,137,184.2
1471,2020-09-15,11570.1,161,137,184.3
1472,2020-09-16,11634.8,161,137,184.9
1473,2020-09-17,11552.1,161,137,185.0
1474,2020-09-18,11612.9,161,137,185.45
1475,2020-09-19,11612.9,161,137,185.45
1476,2020-09-20,11612.9,161,137,185.45
1477,2020-09-21,11392.3,161,137,185.47
1478,2020-09-22,11314.5,161,137,185.3
1479,2020-09-23,11062.1,161,137,184.8
1480,2020-09-24,11107.4,161,137,185.1
1481,2020-09-25,11071.0,161,137,185.2
1482,2020-09-26,11071.0,161,137,185.2
1483,2020-09-27,11071.0,161,137,185.2
1484,2020-09-28,11193.0,161,137,185.25
1485,2020-09-29,11272.7,161,137,185.1
1486,2020-09-30,11206.7,161,137,184.9
1487,2020-10-01,11306.4,161,137,184.9
1488,2020-10-02,11268.3,161,137,184.4
1489,2020-10-03,11259.3,161,137,184.4
1490,2020-10-04,11259.3,161,137,184.4
1491,2020-10-05,11334.0,161,137,184.65
1492,2020-10-06,11176.0,161,137,184.55
1493,2020-10-07,11175.4,161,137,184.4
1494,2020-10-08,11202.9,161,137,184.15
1495,2020-10-09,11403.7,161,137,184.2
1496,2020-10-10,11410.9,161,137,184.2
1497,2020-10-11,11410.9,161,137,184.2
1498,2020-10-12,11376.2,161,137,184.2
1499,2020-10-13,11204.3,161,137,184.35
1500,2020-10-14,11274.7,161,137,184.65
1501,2020-10-15,11304.6,161,137,184.5
1502,2020-10-16,11235.7,161,137,184.2
1503,2020-10-17,11230.8,161,137,184.2
1504,2020-10-18,11230.8,161,137,184.2
1505,2020-10-19,11257.8,161,137,184.35
1506,2020-10-20,11312.4,161,137,184.5
1507,2020-10-21,11379.2,161,137,184.25
1508,2020-10-22,11275.4,161,137,184.35
1509,2020-10-23,11256.5,161,137,184.3
1510,2020-10-24,11255.3,161,137,184.3
1511,2020-10-25,11255.3,161,137,184.3
1512,2020-10-26,11258.2,161,137,184.3
1513,2020-10-27,11283.0,161,137,184.3
1514,2020-10-28,11104.9,161,137,184.3
1515,2020-10-29,11064.5,161,137,184.25
1516,2020-10-30,11110.6,161,137,184.25
1517,2020-10-31,11114.1,161,137,184.25
1518,2020-11-01,11114.1,161,137,184.25
1519,2020-11-02,11221.7,161,137,184.45
1520,2020-11-03,11287.0,161,137,184.3
1521,2020-11-04,11232.2,161,137,184.3
1522,2020-11-05,11559.1,161,137,184.45
1523,2020-11-06,11553.7,161,137,184.45
1524,2020-11-07,11555.4,161,137,184.45
1525,2020-11-08,11555.4,161,137,184.45
1526,2020-11-09,11074.1,161,137,184.45
1527,2020-11-10,11103.1,161,137,184.5
1528,2020-11-11,11044.5,161,137,184.55
1529,2020-11-12,11117.5,161,137,184.55
1530,2020-11-13,11190.0,161,137,184.6
1531,2020-11-14,11194.5,161,137,184.6
1532,2020-11-15,11194.5,161,137,184.6
1533,2020-11-16,11196.1,161,137,184.9
1534,2020-11-17,11221.1,161,137,185.1
1535,2020-11-18,11113.3,161,137,184.65
1536,2020-11-19,11073.1,161,137,184.9
1537,2020-11-20,11135.1,161,137,185.0
1538,2020-11-21,11121.9,161,137,185.0
1539,2020-11-22,11121.9,161,137,185.0
1540,2020-11-23,10940.8,161,137,185.2
1541,2020-11-24,10748.8,161,137,185.4
1542,2020-11-25,10776.7,161,137,185.6
1543,2020-11-26,10750.4,161,137,184.9
1544,2020-11-27,10628.2,161,137,185.15
1545,2020-11-28,10628.2,161,137,185.15
1546,2020-11-29,10628.2,161,137,185.15
1547,2020-11-30,10623.8,161,137,185.5
1548,2020-12-01,10839.6,161,137,185.9
1549,2020-12-02,10917.5,161,137,185.5
1550,2020-12-03,10991.5,161,137,185.8
1551,2020-12-04,10947.8,161,137,185.5
1552,2020-12-05,10952.2,161,137,185.5
1553,2020-12-06,10952.2,161,137,185.5
1554,2020-12-07,11125.6,161,137,186.3
1555,2020-12-08,11179.9,161,137,186.1
1556,2020-12-09,10935.2,161,137,185.6
1557,2020-12-10,10950.3,161,137,185.8
1558,2020-12-11,11017.3,161,137,186.4
1559,2020-12-12,11026.5,161,137,186.4
1560,2020-12-13,11026.5,161,137,186.4
1561,2020-12-14,10966.1,161,137,186.9
1562,2020-12-15,11119.0,161,137,186.7
1563,2020-12-16,11193.3,161,137,186.9
1564,2020-12-17,11321.2,161,137,186.8
1565,2020-12-18,11267.4,161,137,187.5
1566,2020-12-19,11276.4,161,137,187.5
1567,2020-12-20,11330.3,161,137,187.5
1568,2020-12-21,11318.0,161,137,187.6
1569,2020-12-22,11322.9,161,137,189.0
1570,2020-12-23,11431.9,161,137,190.0
1571,2020-12-24,11450.0,161,137,189.6
1572,2020-12-25,11453.0,161,137,189.6
1573,2020-12-26,11453.0,161,137,189.6
1574,2020-12-27,11453.0,161,137,189.6
1575,2020-12-28,11313.2,161,137,187.5
1576,2020-12-29,11332.8,161,137,187.5
1577,2020-12-30,11363.9,161,137,185.0
1578,2020-12-31,11258.4,161,137,185.0
1579,2021-01-01,11316.5,161,137,186.0
1580,2021-01-02,11316.5,161,137,186.0
1581,2021-01-03,11316.5,161,137,186.0
1582,2021-01-04,11650.1,161,137,186.0
1583,2021-01-05,11821.1,161,137,187.5
1584,2021-01-06,11621.7,161,137,187.5
1585,2021-01-07,11576.2,161,137,187.0
1586,2021-01-08,11136.4,161,137,187.0
1587,2021-01-09,11171.7,161,137,187.0
1588,2021-01-10,11171.7,161,137,187.0
1589,2021-01-11,11212.8,161,137,188.0
1590,2021-01-12,11298.6,161,137,189.0
1591,2021-01-13,11243.0,161,137,191.5
1592,2021-01-14,11405.2,161,137,191.5
1593,2021-01-15,11323.8,161,137,192.5
1594,2021-01-16,11360.9,161,137,192.5
1595,2021-01-17,11360.9,161,137,192.5
1596,2021-01-18,11422.9,161,137,192.0
1597,2021-01-19,11428.8,161,137,192.0
1598,2021-01-20,11594.4,161,137,195.0
1599,2021-01-21,11754.7,161,137,195.5
1600,2021-01-22,11651.5,161,137,197.0
1601,2021-01-23,11638.5,161,137,197.0
1602,2021-01-24,11776.5,161,137,197.0
1603,2021-01-25,11763.1,161,137,197.0
1604,2021-01-26,11749.8,161,137,195.0
1605,2021-01-27,11531.4,161,137,192.25
1606,2021-01-28,11387.7,161,137,192.25
1607,2021-01-29,11310.5,161,137,190.5
1608,2021-01-30,11305.6,161,137,190.5
1609,2021-01-31,11305.6,161,137,190.5
1610,2021-02-01,11389.2,161,137,193.5
1611,2021-02-02,11428.7,161,137,193.5
1612,2021-02-03,11391.7,161,137,193.0
1613,2021-02-04,11143.0,161,137,193.0
1614,2021-02-05,11250.6,161,137,193.0
1615,2021-02-06,11268.7,161,137,193.0
1616,2021-02-07,11268.7,161,137,193.0
1617,2021-02-08,11476.9,161,137,194.5
1618,2021-02-09,11549.0,161,137,195.0
1619,2021-02-10,11656.1,161,137,196.5
1620,2021-02-11,11356.6,161,137,193.5
1621,2021-02-12,11341.2,161,137,193.5
1622,2021-02-13,11378.9,161,137,193.5
1623,2021-02-14,11378.9,161,137,193.5
1624,2021-02-15,11361.8,161,137,194.0
1625,2021-02-16,11197.5,161,137,195.0
1626,2021-02-17,11180.6,161,137,195.5
1627,2021-02-18,11212.4,161,137,196.25
1628,2021-02-19,11175.7,161,137,195.0
1629,2021-02-20,11197.7,161,137,195.0
1630,2021-02-21,11215.3,161,137,195.0
1631,2021-02-22,11225.9,161,137,193.0
1632,2021-02-23,11208.3,161,137,193.0
1633,2021-02-24,11195.0,161,137,193.5
1634,2021-02-25,11059.5,161,137,194.0
1635,2021-02-26,10789.4,161,137,194.0
1636,2021-02-27,10826.8,161,137,194.0
1637,2021-02-28,10826.8,161,137,194.0
1638,2021-03-01,10748.6,161,137,194.0
1639,2021-03-02,10853.8,161,137,195.0
1640,2021-03-03,10770.9,161,137,195.0
1641,2021-03-04,10670.0,161,137,195.0
1642,2021-03-05,10684.5,161,137,195.5
1643,2021-03-06,10695.7,161,137,195.5
1644,2021-03-07,10695.7,161,137,195.5
1645,2021-03-08,10617.8,161,137,195.5
1646,2021-03-09,10844.4,161,137,196.0
1647,2021-03-10,10874.2,161,137,196.0
1648,2021-03-11,10878.7,161,137,196.0
1649,2021-03-12,10857.3,161,137,196.0
1650,2021-03-13,10888.9,161,137,196.0
1651,2021-03-14,10860.7,161,137,196.0
1652,2021-03-15,10916.9,161,137,197.5
1653,2021-03-16,10973.3,161,137,198.0
1654,2021-03-17,11133.8,161,137,199.5
1655,2021-03-18,10995.7,161,137,197.0
1656,2021-03-19,11043.9,161,137,197.0
1657,2021-03-20,11060.5,161,137,197.0
1658,2021-03-21,11060.5,161,137,197.0
1659,2021-03-22,11066.0,161,137,197.5
1660,2021-03-23,11005.9,161,137,198.0
1661,2021-03-24,11077.6,161,137,198.5
1662,2021-03-25,11001.3,161,137,198.0
1663,2021-03-26,11062.4,161,137,198.5
1664,2021-03-27,11065.2,161,137,198.5
1665,2021-03-28,11065.2,161,137,198.5
1666,2021-03-29,10938.7,161,137,198.5
1667,2021-03-30,10750.6,161,137,198.5
1668,2021-03-31,10917.7,161,137,198.5
1669,2021-04-01,11069.5,161,137,199.0
1670,2021-04-02,11083.0,161,137,199.0
1671,2021-04-03,11083.0,161,137,199.0
1672,2021-04-04,11083.0,161,137,199.0
1673,2021-04-05,11056.4,161,137,199.0
1674,2021-04-06,11187.2,161,137,199.5
1675,2021-04-07,11177.1,161,137,200.0
1676,2021-04-08,11315.3,161,137,200.5
1677,2021-04-09,11209.2,161,137,200.75
1678,2021-04-10,11208.6,161,137,200.75
1679,2021-04-11,11208.6,161,137,200.75
1680,2021-04-12,11206.9,161,137,201.0
1681,2021-04-13,11288.7,161,137,201.0
1682,2021-04-14,11233.7,161,137,201.0
1683,2021-04-15,11383.4,161,137,200.0
1684,2021-04-16,11451.3,161,137,192.0
1685,2021-04-17,11453.9,161,137,192.0
1686,2021-04-18,11014.6,161,137,192.0
1687,2021-04-19,11007.9,161,137,190.0
1688,2021-04-20,11050.3,161,137,190.0
1689,2021-04-21,11059.6,161,137,191.0
1690,2021-04-22,11137.2,161,137,193.0
1691,2021-04-23,11093.5,161,137,194.5
1692,2021-04-24,11059.2,161,137,194.5
1693,2021-04-25,11059.2,161,137,194.5
1694,2021-04-26,11119.6,161,137,194.5
1695,2021-04-27,11123.4,161,137,194.0
1696,2021-04-28,11151.6,161,137,194.0
1697,2021-04-29,11038.6,161,137,196.0
1698,2021-04-30,11205.6,161,137,197.0
1699,2021-05-01,11211.9,161,137,197.0
1700,2021-05-02,11271.4,161,137,197.0
1701,2021-05-03,11333.8,161,137,196.0
1702,2021-05-04,11247.9,161,137,196.0
1703,2021-05-05,11300.5,161,137,196.0
1704,2021-05-06,11477.1,161,137,196.0
1705,2021-05-07,11581.3,161,137,196.0
1706,2021-05-08,11573.9,161,137,196.0
1707,2021-05-09,11488.6,161,137,196.0
1708,2021-05-10,11627.0,161,137,196.0
1709,2021-05-11,11593.2,161,137,195.5
1710,2021-05-12,11514.6,161,137,195.5
1711,2021-05-13,11549.9,161,137,196.0
1712,2021-05-14,11648.9,161,137,196.0
1713,2021-05-15,11656.9,161,137,196.0
1714,2021-05-16,11656.9,161,137,196.0
1715,2021-05-17,11799.7,161,137,196.0
1716,2021-05-18,11817.1,161,137,196.0
1717,2021-05-19,11833.4,161,137,196.0
1718,2021-05-20,11866.2,161,137,196.0
1719,2021-05-21,11889.9,161,137,196.0
1720,2021-05-22,11895.1,161,137,196.0
1721,2021-05-23,11895.1,161,137,196.0
1722,2021-05-24,11909.7,161,137,196.0
1723,2021-05-25,12008.0,161,137,197.5
1724,2021-05-26,12089.0,161,137,197.5
1725,2021-05-27,12093.6,161,137,197.5
1726,2021-05-28,12128.3,161,137,197.5
1727,2021-05-29,12129.7,161,137,197.5
1728,2021-05-30,12129.7,161,137,197.5
1729,2021-05-31,12105.0,161,137,197.0
1730,2021-06-01,12044.0,161,137,196.5
1731,2021-06-02,12129.7,161,137,197.0
1732,2021-06-03,11888.9,161,137,197.0
1733,2021-06-04,12023.0,161,137,197.0
1734,2021-06-05,12018.3,161,137,197.0
1735,2021-06-06,12018.3,161,137,197.0
1736,2021-06-07,12044.2,161,137,196.5
1737,2021-06-08,12028.0,161,137,197.0
1738,2021-06-09,12037.0,161,137,197.5
1739,2021-06-10,12093.5,161,137,197.5
1740,2021-06-11,11939.2,184,157,197.0
1741,2021-06-12,11943.2,184,157,197.0
1742,2021-06-13,11943.2,184,157,197.0
1743,2021-06-14,11864.1,184,157,197.0
1744,2021-06-15,11814.0,184,157,197.0
1745,2021-06-16,11660.6,184,157,197.5
1746,2021-06-17,11269.5,184,157,197.0
1747,2021-06-18,11252.4,184,157,198.0
1748,2021-06-19,11259.4,184,157,198.0
1749,2021-06-20,11259.4,184,157,198.0
1750,2021-06-21,11390.2,184,157,198.0
1751,2021-06-22,11331.8,184,157,198.0
1752,2021-06-23,11356.1,184,157,198.5
1753,2021-06-24,11346.5,184,157,198.5
1754,2021-06-25,11368.9,184,157,198.5
1755,2021-06-26,11381.3,184,157,198.5
1756,2021-06-27,11391.0,184,157,198.5
1757,2021-06-28,11371.1,184,157,198.5
1758,2021-06-29,11258.3,184,157,199.0
1759,2021-06-30,11315.4,184,157,199.0
1760,2021-07-01,11348.9,184,157,199.0
1761,2021-07-02,11426.1,184,157,199.0
1762,2021-07-03,11424.1,184,157,199.0
1763,2021-07-04,11410.5,184,157,199.0
1764,2021-07-05,11443.2,184,157,198.5
1765,2021-07-06,11490.9,184,157,198.5
1766,2021-07-07,11516.2,184,157,198.5
1767,2021-07-08,11515.9,184,157,198.5
1768,2021-07-09,11561.9,184,157,198.7
1769,2021-07-10,11543.8,184,157,198.7
1770,2021-07-11,11543.8,184,157,198.7
1771,2021-07-12,11533.1,184,157,199.0
1772,2021-07-13,11585.4,184,157,199.0
1773,2021-07-14,11666.7,184,157,198.5
1774,2021-07-15,11682.3,184,157,198.5
1775,2021-07-16,11572.8,184,157,199.0
1776,2021-07-17,11572.6,184,157,199.0
1777,2021-07-18,11572.6,184,157,199.0
1778,2021-07-19,11572.4,184,157,199.5
1779,2021-07-20,11545.5,184,157,199.0
1780,2021-07-21,11553.4,184,157,199.0
1781,2021-07-22,11577.5,184,157,199.0
1782,2021-07-23,11536.9,184,157,199.0
1783,2021-07-24,11534.0,184,157,199.0
1784,2021-07-25,11534.0,184,157,199.0
1785,2021-07-26,11512.5,184,157,199.0
1786,2021-07-27,11516.1,184,157,198.5
1787,2021-07-28,11548.1,184,157,198.5
1788,2021-07-29,11710.7,184,157,199.0
1789,2021-07-30,11615.1,184,157,199.0
1790,2021-07-31,11616.1,184,157,199.0
1791,2021-08-01,11616.1,184,157,199.0
1792,2021-08-02,11612.6,184,157,199.0
1793,2021-08-03,11595.0,184,157,199.0
1794,2021-08-04,11607.7,184,157,199.0
1795,2021-08-05,11559.0,184,157,199.0
1796,2021-08-06,11279.9,184,157,199.0
1797,2021-08-07,11295.0,184,157,199.0
1798,2021-08-08,11335.6,184,157,199.0
1799,2021-08-09,11077.7,184,157,199.0
1800,2021-08-10,11074.5,184,157,199.0
1801,2021-08-11,11226.9,184,157,199.0
1802,2021-08-12,11226.9,184,157,199.0
1803,2021-08-13,11402.6,184,157,199.5
1804,2021-08-14,11409.3,184,157,199.5
1805,2021-08-15,11409.3,184,157,199.5
1806,2021-08-16,11445.7,184,157,199.0
1807,2021-08-17,11431.4,184,157,199.0
1808,2021-08-18,11442.4,184,157,199.0
1809,2021-08-19,11402.8,184,157,199.0
1810,2021-08-20,11416.7,184,157,199.0
1811,2021-08-21,11390.8,184,157,199.0
1812,2021-08-22,11390.8,184,157,199.0
1813,2021-08-23,11570.1,184,157,199.5
1814,2021-08-24,11546.9,184,157,199.0
1815,2021-08-25,11469.5,184,157,199.0
1816,2021-08-26,11478.1,184,157,200.0
1817,2021-08-27,11645.5,184,157,200.0
1818,2021-08-28,11636.1,184,157,200.0
1819,2021-08-29,11636.1,184,157,200.0
1820,2021-08-30,11610.7,184,157,199.5
1821,2021-08-31,11611.7,184,157,199.0
1822,2021-09-01,11618.4,184,157,199.0
1823,2021-09-02,11596.0,184,157,199.0
1824,2021-09-03,11682.2,184,157,200.0
1825,2021-09-04,11678.3,184,157,200.0
1826,2021-09-05,11760.8,184,157,200.0
1827,2021-09-06,11720.8,184,157,200.0
1828,2021-09-07,11530.7,184,157,200.5
1829,2021-09-08,11470.8,184,157,199.0
1830,2021-09-09,11512.4,184,157,199.5
1831,2021-09-10,11466.4,184,157,200.0
1832,2021-09-11,11462.2,184,157,200.0
1833,2021-09-12,11462.2,184,157,200.0
1834,2021-09-13,11485.3,184,157,199.0
1835,2021-09-14,11551.2,184,157,199.0
1836,2021-09-15,11489.9,184,157,199.0
1837,2021-09-16,11229.3,184,157,199.0
1838,2021-09-17,11226.4,184,157,199.0
1839,2021-09-18,11242.0,184,157,199.0
1840,2021-09-19,11242.0,184,157,199.0
1841,2021-09-20,11304.9,184,157,199.0
1842,2021-09-21,11392.7,184,157,199.0
1843,2021-09-22,11332.1,184,157,199.0
1844,2021-09-23,11193.0,184,157,199.5
1845,2021-09-24,11198.4,184,157,199.0
1846,2021-09-25,11222.9,184,157,199.0
1847,2021-09-26,11222.9,184,157,199.0
1848,2021-09-27,11237.6,184,157,199.0
1849,2021-09-28,11112.1,184,157,199.0
1850,2021-09-29,11063.6,184,157,199.0
1851,2021-09-30,11260.7,184,157,199.0
1852,2021-10-01,11282.7,184,157,199.0
1853,2021-10-02,11286.2,184,157,199.0
1854,2021-10-03,11286.2,184,157,199.0
1855,2021-10-04,11353.1,184,157,199.0
1856,2021-10-05,11283.6,184,157,199.5
1857,2021-10-06,11307.2,184,157,199.5
1858,2021-10-07,11270.1,184,157,199.0
1859,2021-10-08,11279.1,184,157,199.0
1860,2021-10-09,11275.3,184,157,199.0
1861,2021-10-10,11275.3,184,157,199.0
1862,2021-10-11,11260.7,184,157,200.0
1863,2021-10-12,11332.3,184,157,200.0
1864,2021-10-13,11566.6,184,157,201.0
1865,2021-10-14,11591.8,184,157,201.0
1866,2021-10-15,11425.2,184,157,201.0
1867,2021-10-16,11421.3,184,157,201.0
1868,2021-10-17,11463.1,184,157,201.0
1869,2021-10-18,11353.8,184,157,200.0
1870,2021-10-19,11419.3,184,157,200.0
1871,2021-10-20,11490.0,184,157,200.0
1872,2021-10-21,11481.2,184,157,200.0
1873,2021-10-22,11598.7,184,157,200.0
1874,2021-10-23,11588.1,184,157,200.0
1875,2021-10-24,11585.4,184,157,200.0
1876,2021-10-25,11714.5,184,157,200.0
1877,2021-10-26,11601.3,184,157,202.5
1878,2021-10-27,11626.7,184,157,201.0
1879,2021-10-28,11660.6,184,157,201.0
1880,2021-10-29,11566.7,184,157,200.0
1881,2021-10-30,11567.3,184,157,200.0
1882,2021-10-31,11567.3,184,157,200.0
1883,2021-11-01,11626.8,184,157,201.0
1884,2021-11-02,11593.8,184,157,201.0
1885,2021-11-03,11464.4,184,157,200.0
1886,2021-11-04,11601.0,184,157,200.0
1887,2021-11-05,11751.8,184,157,200.0
1888,2021-11-06,11760.2,184,157,200.0
1889,2021-11-07,11760.2,184,157,200.0
1890,2021-11-08,11804.0,184,157,200.0
1891,2021-11-09,11850.9,184,157,200.0
1892,2021-11-10,11933.2,184,157,201.0
1893,2021-11-11,12070.6,184,157,201.0
